NEGERI,PPD,KODSEKOLAH,NAMASEKOLAH,BANTUAN,NAMABLOK,KEGUNAAN,TAHUN_BINA
PERLIS,JPN PERLIS,RBA0039,SEKOLAH KEBANGSAAN UTAN AJI,Sekolah Kerajaan,BLOK D,Pra Sekolah,2001
PERLIS,JPN PERLIS,RBA0039,SEKOLAH KEBANGSAAN UTAN AJI,Sekolah Kerajaan,BLOK  J,P & P,1994
PERLIS,JPN PERLIS,RBA0039,SEKOLAH KEBANGSAAN UTAN AJI,Sekolah Kerajaan,BLOK  K,P & P,1987
PERLIS,JPN PERLIS,RBA0039,SEKOLAH KEBANGSAAN UTAN AJI,Sekolah Kerajaan,BLOK L,Pendidikan Khas,1994
PERLIS,JPN PERLIS,RBA0039,SEKOLAH KEBANGSAAN UTAN AJI,Sekolah Kerajaan,BLOK M,Dewan,2011
PERLIS,JPN PERLIS,RBA0039,SEKOLAH KEBANGSAAN UTAN AJI,Sekolah Kerajaan,BLOK N,Pentadbiran,2011
PERLIS,JPN PERLIS,RBA0040,SEKOLAH KEBANGSAAN CHANGKAT JAWI,Sekolah Kerajaan,PRA SEKOLAH,Pra Sekolah,2008
PERLIS,JPN PERLIS,RBA0040,SEKOLAH KEBANGSAAN CHANGKAT JAWI,Sekolah Kerajaan,SURAU,Surau,1980
PERLIS,JPN PERLIS,RBA0040,SEKOLAH KEBANGSAAN CHANGKAT JAWI,Sekolah Kerajaan,D,Pentadbiran dan P & P,2011
PERLIS,JPN PERLIS,RBA0040,SEKOLAH KEBANGSAAN CHANGKAT JAWI,Sekolah Kerajaan,C,Pentadbiran dan P & P,2011
PERLIS,JPN PERLIS,RBA0040,SEKOLAH KEBANGSAAN CHANGKAT JAWI,Sekolah Kerajaan,B,P & P,1976
PERLIS,JPN PERLIS,RBA0040,SEKOLAH KEBANGSAAN CHANGKAT JAWI,Sekolah Kerajaan,A,Pentadbiran dan P & P,1971
PERLIS,JPN PERLIS,RBA0040,SEKOLAH KEBANGSAAN CHANGKAT JAWI,Sekolah Kerajaan,KANTIN,Kantin,1976
PERLIS,JPN PERLIS,RBA0075,SEKOLAH KEBANGSAAN BATU BERTANGKUP,Sekolah Kerajaan,BLOK E,P & P,1977
PERLIS,JPN PERLIS,RBA0075,SEKOLAH KEBANGSAAN BATU BERTANGKUP,Sekolah Kerajaan,BLOK C,Asrama,1994
PERLIS,JPN PERLIS,RBA0075,SEKOLAH KEBANGSAAN BATU BERTANGKUP,Sekolah Kerajaan,BLOK F,Dewan,1988
PERLIS,JPN PERLIS,RBA0075,SEKOLAH KEBANGSAAN BATU BERTANGKUP,Sekolah Kerajaan,BLOK  A,Asrama,1994
PERLIS,JPN PERLIS,RBA0075,SEKOLAH KEBANGSAAN BATU BERTANGKUP,Sekolah Kerajaan,BLOK C,Pra Sekolah,1988
PERLIS,JPN PERLIS,RBA0075,SEKOLAH KEBANGSAAN BATU BERTANGKUP,Sekolah Kerajaan,BLOK B,Asrama,1994
PERLIS,JPN PERLIS,RBA0075,SEKOLAH KEBANGSAAN BATU BERTANGKUP,Sekolah Kerajaan,BLOK A,P & P,1999
PERLIS,JPN PERLIS,RBA0075,SEKOLAH KEBANGSAAN BATU BERTANGKUP,Sekolah Kerajaan,BLOK D,P & P,1977
PERLIS,JPN PERLIS,RBA0075,SEKOLAH KEBANGSAAN BATU BERTANGKUP,Sekolah Kerajaan,BLOK B,Pentadbiran dan P & P,1975
PERLIS,JPN PERLIS,RBA0075,SEKOLAH KEBANGSAAN BATU BERTANGKUP,Sekolah Kerajaan,BLOK H,Kediaman,1997
PERLIS,JPN PERLIS,RBA0075,SEKOLAH KEBANGSAAN BATU BERTANGKUP,Sekolah Kerajaan,BLOK G,Makmal Komputer,2002
PERLIS,JPN PERLIS,RBA0075,SEKOLAH KEBANGSAAN BATU BERTANGKUP,Sekolah Kerajaan,BLOK I,Kantin,1977
PERLIS,JPN PERLIS,RBA0076,SEKOLAH KEBANGSAAN (FELDA) CHUPING,Sekolah Kerajaan,BLOK A,Pentadbiran dan P & P,1979
PERLIS,JPN PERLIS,RBA0076,SEKOLAH KEBANGSAAN (FELDA) CHUPING,Sekolah Kerajaan,SURAU,Surau,1986
PERLIS,JPN PERLIS,RBA0076,SEKOLAH KEBANGSAAN (FELDA) CHUPING,Sekolah Kerajaan,KANTIN SEKOLAH,Kantin,1979
PERLIS,JPN PERLIS,RBA0076,SEKOLAH KEBANGSAAN (FELDA) CHUPING,Sekolah Kerajaan,MAKMAL KOMPUTER,Makmal Komputer,2002
PERLIS,JPN PERLIS,RBA0076,SEKOLAH KEBANGSAAN (FELDA) CHUPING,Sekolah Kerajaan,BLOK D,P & P,1989
PERLIS,JPN PERLIS,RBA0076,SEKOLAH KEBANGSAAN (FELDA) CHUPING,Sekolah Kerajaan,BLOK C,Pra Sekolah,1986
PERLIS,JPN PERLIS,RBA0076,SEKOLAH KEBANGSAAN (FELDA) CHUPING,Sekolah Kerajaan,BLOK B,P & P,1984
PERLIS,JPN PERLIS,RBA0077,SEKOLAH KEBANGSAAN LONG BOH,Sekolah Kerajaan,C,Dewan,2002
PERLIS,JPN PERLIS,RBA0077,SEKOLAH KEBANGSAAN LONG BOH,Sekolah Kerajaan,A,Pentadbiran dan P & P,1969
PERLIS,JPN PERLIS,RBA0077,SEKOLAH KEBANGSAAN LONG BOH,Sekolah Kerajaan,B,P & P,1988
PERLIS,JPN PERLIS,RBA0077,SEKOLAH KEBANGSAAN LONG BOH,Sekolah Kerajaan,BLOK D,Pentadbiran dan P & P,2010
PERLIS,JPN PERLIS,RBA0077,SEKOLAH KEBANGSAAN LONG BOH,Sekolah Kerajaan,MAKMAL KOMPUTER,P & P,2004
PERLIS,JPN PERLIS,RBA0077,SEKOLAH KEBANGSAAN LONG BOH,Sekolah Kerajaan,PRA SEKOLAH,P & P,2008
PERLIS,JPN PERLIS,RBA0078,SEKOLAH KEBANGSAAN (FELDA) MATA AIR,Sekolah Kerajaan,JKR 2258-Blok C,P & P,1995
PERLIS,JPN PERLIS,RBA0078,SEKOLAH KEBANGSAAN (FELDA) MATA AIR,Sekolah Kerajaan,FELDA  -Blok A,Pentadbiran dan P & P,2010
PERLIS,JPN PERLIS,RBA0078,SEKOLAH KEBANGSAAN (FELDA) MATA AIR,Sekolah Kerajaan,PROJEK GOTONG ROYONG,Kantin,1994
PERLIS,JPN PERLIS,RBA0078,SEKOLAH KEBANGSAAN (FELDA) MATA AIR,Sekolah Kerajaan,FELDA -Blok B,P & P,2010
PERLIS,JPN PERLIS,RBA0078,SEKOLAH KEBANGSAAN (FELDA) MATA AIR,Sekolah Kerajaan,JKR 2258-Blok E,P & P,1995
PERLIS,JPN PERLIS,RBA0078,SEKOLAH KEBANGSAAN (FELDA) MATA AIR,Sekolah Kerajaan,JKR 2258-Blok D,P & P,1995
PERLIS,JPN PERLIS,RBA0079,SEKOLAH KEBANGSAAN PENDIDIKAN KHAS PERLIS,Sekolah Kerajaan,DEWAN SERBAGUNA,Dewan,2013
PERLIS,JPN PERLIS,RBA0079,SEKOLAH KEBANGSAAN PENDIDIKAN KHAS PERLIS,Sekolah Kerajaan,ASRAMA PUTERA,Asrama,2013
PERLIS,JPN PERLIS,RBA0079,SEKOLAH KEBANGSAAN PENDIDIKAN KHAS PERLIS,Sekolah Kerajaan,SURAU,Surau,2013
PERLIS,JPN PERLIS,RBA0079,SEKOLAH KEBANGSAAN PENDIDIKAN KHAS PERLIS,Sekolah Kerajaan,RUMAH GURU BESAR,Kediaman,2013
PERLIS,JPN PERLIS,RBA0079,SEKOLAH KEBANGSAAN PENDIDIKAN KHAS PERLIS,Sekolah Kerajaan,DEWAN MAKAN,Kantin,2013
PERLIS,JPN PERLIS,RBA0079,SEKOLAH KEBANGSAAN PENDIDIKAN KHAS PERLIS,Sekolah Kerajaan,PENTADBIRAN DAN AKADEMIK,Pentadbiran dan P & P,2013
PERLIS,JPN PERLIS,RBA0079,SEKOLAH KEBANGSAAN PENDIDIKAN KHAS PERLIS,Sekolah Kerajaan,KUARTERS KAKITANGAN,Kediaman,2013
PERLIS,JPN PERLIS,RBA0079,SEKOLAH KEBANGSAAN PENDIDIKAN KHAS PERLIS,Sekolah Kerajaan,ASRAMA PUTERI,Asrama,2013
PERLIS,JPN PERLIS,RBA0079,SEKOLAH KEBANGSAAN PENDIDIKAN KHAS PERLIS,Sekolah Kerajaan,PUSAT PERKHIDMATAN 3,Pendidikan Khas,2013
PERLIS,JPN PERLIS,RBA0079,SEKOLAH KEBANGSAAN PENDIDIKAN KHAS PERLIS,Sekolah Kerajaan,RUMAH GURU BESAR,Kediaman,2013
PERLIS,JPN PERLIS,RBA0079,SEKOLAH KEBANGSAAN PENDIDIKAN KHAS PERLIS,Sekolah Kerajaan,RUMAH PAM,Rumah Pam,2013
PERLIS,JPN PERLIS,RBA0080,SEKOLAH KEBANGSAAN LUBUK SIREH,Sekolah Kerajaan,A,Pentadbiran dan P & P,1995
PERLIS,JPN PERLIS,RBA0080,SEKOLAH KEBANGSAAN LUBUK SIREH,Sekolah Kerajaan,C,P & P,1994
PERLIS,JPN PERLIS,RBA0080,SEKOLAH KEBANGSAAN LUBUK SIREH,Sekolah Kerajaan,D,Kantin,1992
PERLIS,JPN PERLIS,RBA0080,SEKOLAH KEBANGSAAN LUBUK SIREH,Sekolah Kerajaan,B,P & P,1989
PERLIS,JPN PERLIS,RBA0080,SEKOLAH KEBANGSAAN LUBUK SIREH,Sekolah Kerajaan,E,Pra Sekolah,1999
PERLIS,JPN PERLIS,RBA0080,SEKOLAH KEBANGSAAN LUBUK SIREH,Sekolah Kerajaan,F,Makmal Komputer,2001
PERLIS,JPN PERLIS,RBA0081,SEKOLAH KEBANGSAAN (FELDA) RIMBA MAS,Sekolah Kerajaan,JKR 2196,Kediaman,1989
PERLIS,JPN PERLIS,RBA0081,SEKOLAH KEBANGSAAN (FELDA) RIMBA MAS,Sekolah Kerajaan,MAKMAL KOMPUTER,Makmal Komputer,2001
PERLIS,JPN PERLIS,RBA0081,SEKOLAH KEBANGSAAN (FELDA) RIMBA MAS,Sekolah Kerajaan,DEWAN SERBAGUNA,Dewan,1994
PERLIS,JPN PERLIS,RBA0081,SEKOLAH KEBANGSAAN (FELDA) RIMBA MAS,Sekolah Kerajaan,BLOK E,Pentadbiran dan P & P,1996
PERLIS,JPN PERLIS,RBA0081,SEKOLAH KEBANGSAAN (FELDA) RIMBA MAS,Sekolah Kerajaan,JKR 2199,Kediaman,1989
PERLIS,JPN PERLIS,RBA0081,SEKOLAH KEBANGSAAN (FELDA) RIMBA MAS,Sekolah Kerajaan,JKR 2197,Kediaman,1989
PERLIS,JPN PERLIS,RBA0081,SEKOLAH KEBANGSAAN (FELDA) RIMBA MAS,Sekolah Kerajaan,JKR 2198,Kediaman,1989
PERLIS,JPN PERLIS,RBA0081,SEKOLAH KEBANGSAAN (FELDA) RIMBA MAS,Sekolah Kerajaan,BLOK F,P & P,2001
PERLIS,JPN PERLIS,RBA0081,SEKOLAH KEBANGSAAN (FELDA) RIMBA MAS,Sekolah Kerajaan,HARMONI,Pentadbiran dan P & P,2011
PERLIS,JPN PERLIS,RBA0081,SEKOLAH KEBANGSAAN (FELDA) RIMBA MAS,Sekolah Kerajaan,ANGGERIK,P & P,2011
PERLIS,JPN PERLIS,RBA0082,SEKOLAH KEBANGSAAN ARAU,Sekolah Kerajaan,DEWAN,Dewan,2002
PERLIS,JPN PERLIS,RBA0082,SEKOLAH KEBANGSAAN ARAU,Sekolah Kerajaan,BLOK A,P & P,1994
PERLIS,JPN PERLIS,RBA0082,SEKOLAH KEBANGSAAN ARAU,Sekolah Kerajaan,BLOK B,P & P,1994
PERLIS,JPN PERLIS,RBA0082,SEKOLAH KEBANGSAAN ARAU,Sekolah Kerajaan,BLOK C,P & P,1994
PERLIS,JPN PERLIS,RBA0082,SEKOLAH KEBANGSAAN ARAU,Sekolah Kerajaan,BLOK E,P & P,2002
PERLIS,JPN PERLIS,RBA0082,SEKOLAH KEBANGSAAN ARAU,Sekolah Kerajaan,BLOK D,Pentadbiran dan P & P,2002
PERLIS,JPN PERLIS,RBA0082,SEKOLAH KEBANGSAAN ARAU,Sekolah Kerajaan,MAKMAL KOMPUTER,Makmal Komputer,2001
PERLIS,JPN PERLIS,RBA0082,SEKOLAH KEBANGSAAN ARAU,Sekolah Kerajaan,PRA SEKOLAH,Pra Sekolah,2008
PERLIS,JPN PERLIS,RBA0082,SEKOLAH KEBANGSAAN ARAU,Sekolah Kerajaan,KANTIN,Kantin,1994
PERLIS,JPN PERLIS,RBA0083,SEKOLAH KEBANGSAAN JALAN RAJA SYED ALWI,Sekolah Kerajaan,BLOK A,Pentadbiran dan P & P,1998
PERLIS,JPN PERLIS,RBA0083,SEKOLAH KEBANGSAAN JALAN RAJA SYED ALWI,Sekolah Kerajaan,BLOK C,P & P,1998
PERLIS,JPN PERLIS,RBA0083,SEKOLAH KEBANGSAAN JALAN RAJA SYED ALWI,Sekolah Kerajaan,KANTIN,Kantin,1998
PERLIS,JPN PERLIS,RBA0083,SEKOLAH KEBANGSAAN JALAN RAJA SYED ALWI,Sekolah Kerajaan,MAKMAL KOMPUTER,Makmal Komputer,2002
PERLIS,JPN PERLIS,RBA0083,SEKOLAH KEBANGSAAN JALAN RAJA SYED ALWI,Sekolah Kerajaan,BLOK B,P & P,1998
PERLIS,JPN PERLIS,RBA0083,SEKOLAH KEBANGSAAN JALAN RAJA SYED ALWI,Sekolah Kerajaan,PRA-SEKOLAH,P & P,2007
PERLIS,JPN PERLIS,RBA0084,SEKOLAH KEBANGSAAN SENA,Sekolah Kerajaan,BLOK MERBAU,P & P,1992
PERLIS,JPN PERLIS,RBA0084,SEKOLAH KEBANGSAAN SENA,Sekolah Kerajaan,BILIK PENG.SUKAN,P & P,2008
PERLIS,JPN PERLIS,RBA0084,SEKOLAH KEBANGSAAN SENA,Sekolah Kerajaan,PRASEKOLAH,P & P,2008
PERLIS,JPN PERLIS,RBA0084,SEKOLAH KEBANGSAAN SENA,Sekolah Kerajaan,MAKMAL KOMPUTER,P & P,2004
PERLIS,JPN PERLIS,RBA0084,SEKOLAH KEBANGSAAN SENA,Sekolah Kerajaan,BLOK MERANTI,P & P,2001
PERLIS,JPN PERLIS,RBA0084,SEKOLAH KEBANGSAAN SENA,Sekolah Kerajaan,BLOK TEMBUSU,P & P,1992
PERLIS,JPN PERLIS,RBA0084,SEKOLAH KEBANGSAAN SENA,Sekolah Kerajaan,BLOK CENGAL,Pentadbiran dan P & P,1992
PERLIS,JPN PERLIS,RBA0084,SEKOLAH KEBANGSAAN SENA,Sekolah Kerajaan,BLOK JATI,P & P,1992
PERLIS,JPN PERLIS,RBA0084,SEKOLAH KEBANGSAAN SENA,Sekolah Kerajaan,KANTIN,Kantin,1992
PERLIS,JPN PERLIS,RBA0085,SEKOLAH KEBANGSAAN KUBANG GAJAH,Sekolah Kerajaan,BLOK A(PENTADBIRAN),Pentadbiran dan P & P,1996
PERLIS,JPN PERLIS,RBA0085,SEKOLAH KEBANGSAAN KUBANG GAJAH,Sekolah Kerajaan,BLOK B (BILIK KHAS),P & P,1996
PERLIS,JPN PERLIS,RBA0085,SEKOLAH KEBANGSAAN KUBANG GAJAH,Sekolah Kerajaan,BLOK C( BILIK DARJAH,P & P,1996
PERLIS,JPN PERLIS,RBA0085,SEKOLAH KEBANGSAAN KUBANG GAJAH,Sekolah Kerajaan,BLOK D(BILIK DARJAH),P & P,2002
PERLIS,JPN PERLIS,RBA0085,SEKOLAH KEBANGSAAN KUBANG GAJAH,Sekolah Kerajaan,MAKMAL KOMPUTER,Makmal Komputer,2002
PERLIS,JPN PERLIS,RBA0086,SEKOLAH KEBANGSAAN SEBERANG RAMAI,Sekolah Kerajaan,BLOK E,Makmal Sains,2003
PERLIS,JPN PERLIS,RBA0086,SEKOLAH KEBANGSAAN SEBERANG RAMAI,Sekolah Kerajaan,BLOK D,P & P,2001
PERLIS,JPN PERLIS,RBA0086,SEKOLAH KEBANGSAAN SEBERANG RAMAI,Sekolah Kerajaan,BLOK C,Pra Sekolah,1998
PERLIS,JPN PERLIS,RBA0086,SEKOLAH KEBANGSAAN SEBERANG RAMAI,Sekolah Kerajaan,BLOK F,P & P,2003
PERLIS,JPN PERLIS,RBA0086,SEKOLAH KEBANGSAAN SEBERANG RAMAI,Sekolah Kerajaan,BLOK A,Pentadbiran,1998
PERLIS,JPN PERLIS,RBA0086,SEKOLAH KEBANGSAAN SEBERANG RAMAI,Sekolah Kerajaan,BLOK B,Bengkel,1998
PERLIS,JPN PERLIS,RBA0086,SEKOLAH KEBANGSAAN SEBERANG RAMAI,Sekolah Kerajaan,DEWAN,Dewan,2003
PERLIS,JPN PERLIS,RBA0086,SEKOLAH KEBANGSAAN SEBERANG RAMAI,Sekolah Kerajaan,MAKMAL KOMPUTER,Makmal Komputer,2001
PERLIS,JPN PERLIS,RBA0086,SEKOLAH KEBANGSAAN SEBERANG RAMAI,Sekolah Kerajaan,KANTIN,Kantin,1998
PERLIS,JPN PERLIS,RBA0086,SEKOLAH KEBANGSAAN SEBERANG RAMAI,Sekolah Kerajaan,PRA SEKOLAH C,Pra Sekolah,2011
PERLIS,JPN PERLIS,RBA0086,SEKOLAH KEBANGSAAN SEBERANG RAMAI,Sekolah Kerajaan,PRA SEKOLAH B,Pra Sekolah,2007
PERLIS,JPN PERLIS,RBA0087,SEKOLAH KEBANGSAAN GUAR JENTIK,Sekolah Kerajaan,D,P & P,2000
PERLIS,JPN PERLIS,RBA0087,SEKOLAH KEBANGSAAN GUAR JENTIK,Sekolah Kerajaan,F,Pra Sekolah,2006
PERLIS,JPN PERLIS,RBA0087,SEKOLAH KEBANGSAAN GUAR JENTIK,Sekolah Kerajaan,B,P & P,2000
PERLIS,JPN PERLIS,RBA0087,SEKOLAH KEBANGSAAN GUAR JENTIK,Sekolah Kerajaan,A,P & P,2000
PERLIS,JPN PERLIS,RBA0087,SEKOLAH KEBANGSAAN GUAR JENTIK,Sekolah Kerajaan,C,Pentadbiran,2000
PERLIS,JPN PERLIS,RBA0087,SEKOLAH KEBANGSAAN GUAR JENTIK,Sekolah Kerajaan,G,Surau,2000
PERLIS,JPN PERLIS,RBA0087,SEKOLAH KEBANGSAAN GUAR JENTIK,Sekolah Kerajaan,E,Kantin,2000
PERLIS,JPN PERLIS,RBA0088,SEKOLAH KEBANGSAAN BEHOR EMPIANG,Sekolah Kerajaan,PRA SEKOLAH CERGAS 2,P & P,2012
PERLIS,JPN PERLIS,RBA0088,SEKOLAH KEBANGSAAN BEHOR EMPIANG,Sekolah Kerajaan,LINK TIMUR,P & P,1999
PERLIS,JPN PERLIS,RBA0088,SEKOLAH KEBANGSAAN BEHOR EMPIANG,Sekolah Kerajaan,LINK BARAT,Pentadbiran dan P & P,1999
PERLIS,JPN PERLIS,RBA0088,SEKOLAH KEBANGSAAN BEHOR EMPIANG,Sekolah Kerajaan,LINK SELATAN,P & P,1999
PERLIS,JPN PERLIS,RBA0088,SEKOLAH KEBANGSAAN BEHOR EMPIANG,Sekolah Kerajaan,PRA SEKOLAH CERGAS 1,P & P,2006
PERLIS,JPN PERLIS,RBA0088,SEKOLAH KEBANGSAAN BEHOR EMPIANG,Sekolah Kerajaan,LINK UTARA,P & P,1999
PERLIS,JPN PERLIS,RBA0088,SEKOLAH KEBANGSAAN BEHOR EMPIANG,Sekolah Kerajaan,KANTIN,Kantin,2002
PERLIS,JPN PERLIS,RBA0089,SEKOLAH KEBANGSAAN BUKIT KETERI,Sekolah Kerajaan,B,P & P,2001
PERLIS,JPN PERLIS,RBA0089,SEKOLAH KEBANGSAAN BUKIT KETERI,Sekolah Kerajaan,KANTIN,Kantin,2001
PERLIS,JPN PERLIS,RBA0089,SEKOLAH KEBANGSAAN BUKIT KETERI,Sekolah Kerajaan,C,P & P,2001
PERLIS,JPN PERLIS,RBA0089,SEKOLAH KEBANGSAAN BUKIT KETERI,Sekolah Kerajaan,A,Pentadbiran dan P & P,2001
PERLIS,JPN PERLIS,RBA0089,SEKOLAH KEBANGSAAN BUKIT KETERI,Sekolah Kerajaan,D,P & P,2001
PERLIS,JPN PERLIS,RBA0089,SEKOLAH KEBANGSAAN BUKIT KETERI,Sekolah Kerajaan,pra sekolah,Pra Sekolah,2012
PERLIS,JPN PERLIS,RBA0090,SEKOLAH KEBANGSAAN PANGGAU,Sekolah Kerajaan,BANGUNAN PRA SEKOLAH,P & P,2007
PERLIS,JPN PERLIS,RBA0090,SEKOLAH KEBANGSAAN PANGGAU,Sekolah Kerajaan,ANJUNG SELERA,Kantin,2002
PERLIS,JPN PERLIS,RBA0090,SEKOLAH KEBANGSAAN PANGGAU,Sekolah Kerajaan,ANJUNG REKACIPTA,P & P,2002
PERLIS,JPN PERLIS,RBA0090,SEKOLAH KEBANGSAAN PANGGAU,Sekolah Kerajaan,ANJUNG PERDANA,Pentadbiran dan P & P,2002
PERLIS,JPN PERLIS,RBA0090,SEKOLAH KEBANGSAAN PANGGAU,Sekolah Kerajaan,ANJUNG ILMU,P & P,2002
PERLIS,JPN PERLIS,RBA0090,SEKOLAH KEBANGSAAN PANGGAU,Sekolah Kerajaan,ANJUNG DIGITAL,P & P,2002
PERLIS,JPN PERLIS,RBA0090,SEKOLAH KEBANGSAAN PANGGAU,Sekolah Kerajaan,ANJUNG BESTARI,P & P,2002
PERLIS,JPN PERLIS,RBA0091,SEKOLAH KEBANGSAAN INSTITUT PENDIDIKAN GURU MALAYSIA,Sekolah Kerajaan,PENTADBIRAN,Pentadbiran dan P & P,2010
PERLIS,JPN PERLIS,RBA0091,SEKOLAH KEBANGSAAN INSTITUT PENDIDIKAN GURU MALAYSIA,Sekolah Kerajaan,KANTIN,Kantin,2010
PERLIS,JPN PERLIS,RBA0091,SEKOLAH KEBANGSAAN INSTITUT PENDIDIKAN GURU MALAYSIA,Sekolah Kerajaan,PRA SEKOLAH,Pra Sekolah,2010
PERLIS,JPN PERLIS,RBB0040,SEKOLAH KEBANGSAAN SERI INDERA,Sekolah Kerajaan,KEMBARA,P & P,2003
PERLIS,JPN PERLIS,RBB0040,SEKOLAH KEBANGSAAN SERI INDERA,Sekolah Kerajaan,MAKMAL KOMPUTER,Makmal Komputer,1997
PERLIS,JPN PERLIS,RBB0040,SEKOLAH KEBANGSAAN SERI INDERA,Sekolah Kerajaan,KELISA,Pentadbiran,2003
PERLIS,JPN PERLIS,RBB0040,SEKOLAH KEBANGSAAN SERI INDERA,Sekolah Kerajaan,RUSA,P & P,1999
PERLIS,JPN PERLIS,RBB0040,SEKOLAH KEBANGSAAN SERI INDERA,Sekolah Kerajaan,PRA SEKOLAH BESTARI,P & P,2006
PERLIS,JPN PERLIS,RBB0040,SEKOLAH KEBANGSAAN SERI INDERA,Sekolah Kerajaan,KANCIL,P & P,1988
PERLIS,JPN PERLIS,RBB0040,SEKOLAH KEBANGSAAN SERI INDERA,Sekolah Kerajaan,KENARI,Pentadbiran,1982
PERLIS,JPN PERLIS,RBB0040,SEKOLAH KEBANGSAAN SERI INDERA,Sekolah Kerajaan,SURAU,Surau,1993
PERLIS,JPN PERLIS,RBB0040,SEKOLAH KEBANGSAAN SERI INDERA,Sekolah Kerajaan,Prasekolah Qaseh,P & P,2012
PERLIS,JPN PERLIS,RBB0041,SEKOLAH KEBANGSAAN PUTRA,Sekolah Kerajaan,C PUTRA JAYA,P & P,1980
PERLIS,JPN PERLIS,RBB0041,SEKOLAH KEBANGSAAN PUTRA,Sekolah Kerajaan,A PUTRA PERDANA,Pentadbiran dan P & P,2011
PERLIS,JPN PERLIS,RBB0041,SEKOLAH KEBANGSAAN PUTRA,Sekolah Kerajaan,D PUTRA LESTARI,P & P,1980
PERLIS,JPN PERLIS,RBB0041,SEKOLAH KEBANGSAAN PUTRA,Sekolah Kerajaan,PPKIBP 2 (G),Pendidikan Khas,2007
PERLIS,JPN PERLIS,RBB0041,SEKOLAH KEBANGSAAN PUTRA,Sekolah Kerajaan,PRA PPKIBP (H),Pendidikan Khas,2006
PERLIS,JPN PERLIS,RBB0041,SEKOLAH KEBANGSAAN PUTRA,Sekolah Kerajaan,PRA IBNU SINA (J),Pra Sekolah,2007
PERLIS,JPN PERLIS,RBB0041,SEKOLAH KEBANGSAAN PUTRA,Sekolah Kerajaan,KAFE PUTRA (E),Kantin,1980
PERLIS,JPN PERLIS,RBB0041,SEKOLAH KEBANGSAAN PUTRA,Sekolah Kerajaan,PUTRA SAUJANA (B),P & P,2011
PERLIS,JPN PERLIS,RBB0041,SEKOLAH KEBANGSAAN PUTRA,Sekolah Kerajaan,PPKIBP 1 (F),Pendidikan Khas,1980
PERLIS,JPN PERLIS,RBB0041,SEKOLAH KEBANGSAAN PUTRA,Sekolah Kerajaan,PUTRA CYBER (I),Makmal Komputer,2002
PERLIS,JPN PERLIS,RBB0041,SEKOLAH KEBANGSAAN PUTRA,Sekolah Kerajaan,F PUTRA IMPIAN,P & P,1980
PERLIS,JPN PERLIS,RBB0042,SEKOLAH KEBANGSAAN STELLA MARIS,Sekolah Kerajaan,H_PRASEKOLAH,P & P,2007
PERLIS,JPN PERLIS,RBB0042,SEKOLAH KEBANGSAAN STELLA MARIS,Sekolah Kerajaan,G_BESTARI,P & P,2001
PERLIS,JPN PERLIS,RBB0042,SEKOLAH KEBANGSAAN STELLA MARIS,Sekolah Kerajaan,MAKMAL KOMPUTER,Makmal Komputer,2001
PERLIS,JPN PERLIS,RBB0042,SEKOLAH KEBANGSAAN STELLA MARIS,Sekolah Kerajaan,EFEKTIF,P & P,1996
PERLIS,JPN PERLIS,RBB0042,SEKOLAH KEBANGSAAN STELLA MARIS,Sekolah Kerajaan,DEDIKASI,P & P,1988
PERLIS,JPN PERLIS,RBB0042,SEKOLAH KEBANGSAAN STELLA MARIS,Sekolah Kerajaan,CEKAP,Pentadbiran dan P & P,1983
PERLIS,JPN PERLIS,RBB0042,SEKOLAH KEBANGSAAN STELLA MARIS,Sekolah Kerajaan,BERSIH,P & P,1982
PERLIS,JPN PERLIS,RBB0042,SEKOLAH KEBANGSAAN STELLA MARIS,Sekolah Kerajaan,AMANAH,P & P,1950
PERLIS,JPN PERLIS,RBC0043,SEKOLAH JENIS KEBANGSAAN (CINA) CHIN HUN,Sekolah Kerajaan,BLOK H,Dewan,2000
PERLIS,JPN PERLIS,RBC0043,SEKOLAH JENIS KEBANGSAAN (CINA) CHIN HUN,Sekolah Kerajaan,BLOK F,Kantin,1969
PERLIS,JPN PERLIS,RBC0043,SEKOLAH JENIS KEBANGSAAN (CINA) CHIN HUN,Sekolah Kerajaan,BLOK D,Pentadbiran,2015
PERLIS,JPN PERLIS,RBC0043,SEKOLAH JENIS KEBANGSAAN (CINA) CHIN HUN,Sekolah Kerajaan,BLOK E,Pentadbiran dan P & P,2015
PERLIS,JPN PERLIS,RBC0043,SEKOLAH JENIS KEBANGSAAN (CINA) CHIN HUN,Sekolah Kerajaan,BLOK C,Pra Sekolah,2006
PERLIS,JPN PERLIS,RBC0043,SEKOLAH JENIS KEBANGSAAN (CINA) CHIN HUN,Sekolah Kerajaan,BLOK G,Makmal Komputer,2003
PERLIS,JPN PERLIS,RBC0043,SEKOLAH JENIS KEBANGSAAN (CINA) CHIN HUN,Sekolah Kerajaan,BLOK I,P & P,1990
PERLIS,JPN PERLIS,RBC0044,SEKOLAH JENIS KEBANGSAAN (CINA) CHOON SIEW,Sekolah Bantuan Kerajaan,BLOK A,Pentadbiran dan P & P,1955
PERLIS,JPN PERLIS,RBC0044,SEKOLAH JENIS KEBANGSAAN (CINA) CHOON SIEW,Sekolah Bantuan Kerajaan,BLOK B,P & P,1967
