Year,Month,Code,Import,Export,DIFF
2016,6,UZ,72910,3538904,-3465994
2016,6,VU,106910,45073,61837
2016,6,VE,27178848,9282923,17895925
2016,6,WS,0,310824,-310824
2016,6,ZM,569239,819624,-250385
2016,6,ZW,205830,381739,-175909
2016,5,AF,31773,4436456,-4404683
2016,5,AL,63337,260988,-197651
2016,5,DZ,100887,7851612,-7750725
2016,5,AS,20771,5170675,-5149904
2016,5,AD,882,19253,-18371
2016,5,AO,30939,7826013,-7795074
2016,5,AI,0,448,-448
2016,5,AG,16820,50979,-34159
2016,5,AR,36429202,39740495,-3311293
2016,5,AM,0,225028,-225028
2016,5,AW,0,2521,-2521
2016,5,AU,335115065,479619365,-144504300
2016,5,AT,50697208,9340610,41356598
2016,5,AZ,0,1187467,-1187467
2016,5,BS,0,487091,-487091
2016,5,BH,30199108,6500678,23698430
2016,5,BD,16755738,142357963,-125602225
2016,5,BB,3460,249335,-245875
2016,5,BY,4762635,351131,4411504
2016,5,BE,101149614,85917671,15231943
2016,5,BZ,0,165329,-165329
2016,5,BJ,13278,25876187,-25862909
2016,5,BM,0,3500,-3500
2016,5,BT,270,46616,-46346
2016,5,BO,841645,114443,727202
2016,5,BA,3173,46422,-43249
2016,5,BW,0,112356,-112356
2016,5,BR,66587192,39373566,27213626
2016,5,VG,120321,3843628,-3723307
2016,5,BN,23515462,49234165,-25718703
2016,5,BG,2001621,4444077,-2442456
2016,5,BF,295770,852254,-556484
2016,5,KH,10647224,20086249,-9439025
2016,5,CM,3904574,1921808,1982766
2016,5,CA,70043078,52693652,17349426
2016,5,CV,0,2397,-2397
2016,5,KY,0,118492,-118492
2016,5,CF,0,178221,-178221
2016,5,TD,0,34484,-34484
2016,5,CL,11392618,19632679,-8240061
2016,5,CX,0,17121,-17121
2016,5,CO,1139859,5322444,-4182585
2016,5,KM,0,204289,-204289
2016,5,CG,857919,4329435,-3471516
2016,5,CD,3786231,581877,3204354
2016,5,CK,0,9342,-9342
2016,5,CR,1406829,4218044,-2811215
2016,5,CI,25069548,6255837,18813711
2016,5,HR,3532986,1387134,2145852
2016,5,CU,177033,1487277,-1310244
2016,5,CW,0,19120,-19120
2016,5,CY,2559587,1112338,1447249
2016,5,CZ,19251452,23970347,-4718895
2016,5,KP,44257,593324,-549067
2016,5,DK,17256351,8960851,8295500
2016,5,DJ,0,5221068,-5221068
2016,5,DM,0,41159,-41159
2016,5,DO,96280,2354150,-2257870
2016,5,EC,3647565,935778,2711787
2016,5,EG,7610478,39417718,-31807240
2016,5,SV,161132,1788513,-1627381
2016,5,GQ,0,222681,-222681
2016,5,ER,0,217506,-217506
2016,5,EE,907703,1172845,-265142
2016,5,ET,341522,9950128,-9608606
2016,5,FM,8438,52010,-43572
2016,5,DE,471104322,432057787,39046535
2016,5,FJ,116999,2824876,-2707877
2016,5,FI,13492900,6671906,6820994
2016,5,FR,433127673,115745866,317381807
2016,5,GF,0,35859,-35859
2016,5,PF,0,2334621,-2334621
2016,5,GA,25679877,6158597,19521280
2016,5,GM,0,1615151,-1615151
2016,5,GE,104284,2355820,-2251536
2016,5,GH,22904357,16895244,6009113
2016,5,GI,0,30505,-30505
2016,5,GR,559089,4430109,-3871020
2016,5,GL,7421,0,7421
2016,5,GD,0,558020,-558020
2016,5,GP,0,69515,-69515
2016,5,GU,10983,163438,-152455
2016,5,GT,125290,2082718,-1957428
2016,5,GN,207488,802299,-594811
2016,5,GW,0,340265,-340265
2016,5,GY,93020,724144,-631124
2016,5,HT,2055,1029527,-1027472
2016,5,HN,33030,3307605,-3274575
2016,5,HK,264430355,726592100,-462161745
2016,5,HU,12196022,22184586,-9988564
2016,5,IS,154591,57495,97096
2016,5,IN,300388422,676553890,-376165468
2016,5,IQ,56562,10190539,-10133977
2016,5,IE,50118032,12632537,37485495
2016,5,IR,4034330,25194682,-21160352
2016,5,IT,135613773,73503586,62110187
2016,5,JM,7310,1668727,-1661417
2016,5,JP,1024259595,1057141654,-32882059
2016,5,JO,1232139,6523724,-5291585
2016,5,KZ,1301,3810067,-3808766
2016,5,KE,798256,17329058,-16530802
2016,5,KI,0,79518,-79518
2016,5,KW,16349442,15691212,658230
2016,5,KG,0,137325,-137325
2016,5,LV,492818,2734279,-2241461
2016,5,LB,1774155,5166176,-3392021
2016,5,LS,21998,227036,-205038
2016,5,LR,1742,4485896,-4484154
2016,5,LY,158190,1096722,-938532
2016,5,LI,6490,30011,-23521
2016,5,LT,6730219,3278480,3451739
2016,5,LU,4026759,657235,3369524
2016,5,MO,1037829,3240563,-2202734
2016,5,MK,230052,359764,-129712
2016,5,MG,561601,7687231,-7125630
2016,5,MW,351234,650041,-298807
2016,5,MY,1408380,0,1408380
2016,5,MV,5935,10536524,-10530589
2016,5,ML,10124,313954,-303830
2016,5,MT,2548776,2332959,215817
2016,5,MH,0,54585,-54585
2016,5,MQ,0,104009,-104009
2016,5,MR,668,1447346,-1446678
2016,5,MU,158964,6897917,-6738953
2016,5,YT,0,347052,-347052
2016,5,MX,29811057,161044302,-131233245
2016,5,MC,2324,398,1926
2016,5,ME,12935,39556,-26621
2016,5,MA,1614007,6912223,-5298216
2016,5,MZ,85395,1939150,-1853755
2016,5,NA,0,258658,-258658
2016,5,NP,60310,1615148,-1554838
2016,5,NL,162666757,371999722,-209332965
2016,5,NC,5035,338096,-333061
2016,5,NZ,60611898,70172514,-9560616
2016,5,NI,51833,1073463,-1021630
2016,5,NE,0,484698,-484698
2016,5,NG,7120393,49481700,-42361307
2016,5,NF,0,34452,-34452
2016,5,MP,0,119185,-119185
2016,5,NO,14542134,7136661,7405473
2016,5,OM,19987501,20873446,-885945
2016,5,ZZ,101714148,595279,101118869
2016,5,PK,15999055,117371988,-101372933
2016,5,PW,0,5111,-5111
2016,5,PS,10047,35142,-25095
2016,5,PA,97815,7738578,-7640763
2016,5,PG,7199631,15142871,-7943240
2016,5,PY,1485705,456226,1029479
2016,5,LA,364654,1752744,-1388090
2016,5,MN,3848,1706456,-1702608
2016,5,CN,2959664158,1750743409,1208920749
2016,5,PE,3783676,7501259,-3717583
2016,5,PH,123431004,268954674,-145523670
2016,5,PL,16921798,19420807,-2499009
2016,5,PT,3384521,5931379,-2546858
2016,5,PR,688918,2631170,-1942252
2016,5,QA,27496396,16121612,11374784
2016,5,ID,545120275,563371369,-18251094
2016,5,KR,727267626,386248307,341019319
2016,5,MD,334934,598,334336
2016,5,SG,1372566851,2098509151,-725942300
2016,5,ZA,37841072,37265020,576052
2016,5,LK,3975610,45394044,-41418434
2016,5,YE,1140267,15375194,-14234927
2016,5,RE,0,2226729,-2226729
2016,5,RO,1661769,8260745,-6598976
2016,5,RU,46227620,37163856,9063764
2016,5,RW,1963129,129648,1833481
2016,5,KN,0,34727,-34727
2016,5,LC,0,16131,-16131
2016,5,VC,0,13466,-13466
2016,5,ST,0,36466,-36466
2016,5,SA,219877441,68125048,151752393
2016,5,SN,254790,3451841,-3197051
2016,5,RS,158059,360126,-202067
2016,5,SC,298,790346,-790048
2016,5,SL,0,403301,-403301
2016,5,SK,2604343,4103410,-1499067
2016,5,SI,2365965,24247421,-21881456
2016,5,VN,349859205,543272003,-193412798
2016,5,SB,1850858,2202717,-351859
2016,5,SO,0,6503729,-6503729
2016,5,ES,42327708,65735934,-23408226
2016,5,SD,61079,3230911,-3169832
2016,5,SR,47078,211196,-164118
2016,5,SZ,71251,126745,-55494
2016,5,SE,44729347,26917069,17812278
2016,5,CH,144848345,29275233,115573112
2016,5,SY,25294,3035461,-3010167
2016,5,TW,827029746,392625982,434403764
2016,5,TJ,0,136181,-136181
2016,5,TH,876145593,851952060,24193533
2016,5,TL,6558,320375,-313817
2016,5,TG,5679,5893017,-5887338
2016,5,TO,0,257752,-257752
2016,5,TT,6658,1627145,-1620487
2016,5,TN,6924746,6497454,427292
2016,5,TR,18884315,131837767,-112953452
2016,5,TM,5156,966489,-961333
2016,5,TC,0,16384,-16384
2016,5,TV,1091,44826,-43735
2016,5,UM,0,2241,-2241
2016,5,UG,6115055,1236703,4878352
2016,5,UA,7558498,5332900,2225598
2016,5,MM,20824832,59293002,-38468170
2016,5,AE,185310923,247914590,-62603667
2016,5,GB,130688807,186078314,-55389507
2016,5,TZ,1290892,7032725,-5741833
2016,5,US,1168632987,1576810831,-408177844
2016,5,VI,610,3335,-2725
2016,5,UY,403569,1234763,-831194
2016,5,UZ,20660,15924583,-15903923
2016,5,VU,255827,5465045,-5209218
2016,5,VE,18250552,1426644,16823908
2016,5,WS,164583,579076,-414493
2016,5,ZM,302394,148715,153679
2016,5,ZW,2200,1320504,-1318304
2016,4,AF,237,4906330,-4906093
2016,4,AL,4300,276585,-272285
2016,4,DZ,46442,11533224,-11486782
2016,4,AS,0,356558,-356558
2016,4,AO,1731,9618559,-9616828
2016,4,AI,0,604,-604
2016,4,AG,4077,138272,-134195
2016,4,AR,97271421,12866099,84405322
2016,4,AM,0,6486,-6486
2016,4,AW,0,50134,-50134
2016,4,AU,311054953,614947031,-303892078
2016,4,AT,41652961,14146660,27506301
2016,4,AZ,0,806523,-806523
2016,4,BS,0,546743,-546743
2016,4,BH,6937796,6689098,248698
2016,4,BD,18534806,140953716,-122418910
2016,4,BB,4528,268092,-263564
2016,4,BY,3379392,72582,3306810
2016,4,BE,50336769,89745782,-39409013
2016,4,BZ,0,269218,-269218
2016,4,BJ,0,33867766,-33867766
2016,4,BM,0,3494,-3494
2016,4,BT,7693,40625,-32932
2016,4,BO,3002829,689775,2313054
2016,4,BA,418,16353,-15935
2016,4,BW,0,608547,-608547
2016,4,BR,91164561,57617478,33547083
2016,4,VG,145385,0,145385
2016,4,BN,32166354,46864976,-14698622
2016,4,BG,3787411,6484148,-2696737
2016,4,BF,475616,13412,462204
2016,4,BI,0,52684,-52684
2016,4,KH,6992555,21487495,-14494940
2016,4,CM,6658587,4748115,1910472
2016,4,CA,67536978,55321198,12215780
2016,4,CV,0,43271,-43271
2016,4,KY,0,1496,-1496
2016,4,CF,110278,32693,77585
2016,4,CL,5640215,11231297,-5591082
2016,4,CX,796099,17878,778221
2016,4,CO,2010613,6236126,-4225513
2016,4,KM,0,471995,-471995
2016,4,CG,3774123,4290451,-516328
2016,4,CD,3100884,2313497,787387
2016,4,CK,0,30397,-30397
2016,4,CR,1927644,3619020,-1691376
2016,4,CI,20257000,5873202,14383798
2016,4,HR,385272,1376703,-991431
2016,4,CU,36848,6392183,-6355335
2016,4,CW,46405,12986,33419
2016,4,CY,6277143,922675,5354468
2016,4,CZ,20430267,31481392,-11051125
2016,4,KP,1713374,564043,1149331
2016,4,DK,18589070,13190924,5398146
2016,4,DJ,87299,10698912,-10611613
2016,4,DM,0,92743,-92743
2016,4,DO,276999,2280379,-2003380
2016,4,EC,1972720,1503997,468723
2016,4,EG,8059623,47911495,-39851872
2016,4,SV,319644,1447543,-1127899
2016,4,GQ,0,1345384,-1345384
2016,4,ER,0,1222824,-1222824
2016,4,EE,225151,2614367,-2389216
2016,4,ET,10221,4233222,-4223001
2016,4,FM,1816,24816,-23000
2016,4,DE,498742452,445560013,53182439
2016,4,FJ,68462,4577964,-4509502
2016,4,FI,12954558,7125599,5828959
2016,4,FR,159028926,119369625,39659301
2016,4,GF,0,54347,-54347
2016,4,PF,0,297039,-297039
2016,4,GA,2525222,3088913,-563691
2016,4,GM,0,1457553,-1457553
2016,4,GE,174455,4571324,-4396869
2016,4,GH,20517350,22186153,-1668803
2016,4,GI,0,3742,-3742
2016,4,GR,10683553,7331245,3352308
2016,4,GD,0,1032161,-1032161
2016,4,GP,0,280216,-280216
2016,4,GU,25863,239026,-213163
2016,4,GT,18645761,1949498,16696263
2016,4,GN,1092,7485578,-7484486
2016,4,GW,0,340349,-340349
2016,4,GY,57630,342102,-284472
2016,4,HT,57206,405522,-348316
2016,4,HN,197380,9029964,-8832584
2016,4,HK,269718257,798835811,-529117554
2016,4,HU,9990529,23484162,-13493633
2016,4,IS,359782,66376,293406
2016,4,IN,256107434,592185707,-336078273
2016,4,IQ,0,6566696,-6566696
2016,4,IE,31366260,9577021,21789239
2016,4,IR,3528004,28389355,-24861351
2016,4,IT,95748759,91891657,3857102
2016,4,JM,0,1585138,-1585138
2016,4,JP,1177036733,1132692757,44343976
2016,4,JO,6517722,9231488,-2713766
2016,4,KZ,159302,4165747,-4006445
2016,4,KE,440533,12652497,-12211964
2016,4,KI,0,94086,-94086
2016,4,KW,36381876,15086656,21295220
2016,4,KG,35004,341609,-306605
2016,4,LV,733514,2348945,-1615431
2016,4,LB,459187,5975983,-5516796
2016,4,LS,0,427102,-427102
2016,4,LR,745360,7287985,-6542625
2016,4,LY,106489,885519,-779030
2016,4,LI,20935,280666,-259731
2016,4,LT,4434192,1812727,2621465
2016,4,LU,1653365,723646,929719
2016,4,MO,742573,2135064,-1392491
2016,4,MK,283092,17851,265241
2016,4,MG,961358,4706137,-3744779
2016,4,MW,657133,397675,259458
2016,4,MY,1764256,0,1764256
2016,4,MV,12774,10114521,-10101747
2016,4,ML,0,152232,-152232
2016,4,MT,4274897,2043602,2231295
2016,4,MH,0,93024,-93024
2016,4,MQ,0,146710,-146710
2016,4,MR,35241,4241080,-4205839
2016,4,MU,513272,6806762,-6293490
2016,4,YT,0,661056,-661056
2016,4,MX,24316231,172392101,-148075870
2016,4,MC,0,8626,-8626
2016,4,ME,2925,26331,-23406
2016,4,MA,1991761,4989716,-2997955
2016,4,MZ,349020,20184204,-19835184
2016,4,NA,337842,189471,148371
2016,4,NR,0,108075,-108075
2016,4,NP,19728,2957360,-2937632
2016,4,NL,154364350,344592224,-190227874
2016,4,NC,0,14677923,-14677923
2016,4,NZ,51235381,42539261,8696120
2016,4,NI,69258,464239,-394981
2016,4,NE,0,1148406,-1148406
2016,4,NG,6367461,91577173,-85209712
2016,4,NF,52638,0,52638
2016,4,MP,428,21164,-20736
2016,4,NO,39905731,9237031,30668700
2016,4,OM,11173991,21873002,-10699011
2016,4,ZZ,136090117,637551,135452566
2016,4,PK,21177577,94259461,-73081884
2016,4,PW,0,133972,-133972
2016,4,PS,14356,993,13363
2016,4,PA,45514,8368354,-8322840
2016,4,PG,3125434,50443286,-47317852
2016,4,PY,1798,267195,-265397
2016,4,LA,252349,2527995,-2275646
2016,4,MN,4081,1335945,-1331864
2016,4,CN,2767972926,1728206739,1039766187
2016,4,PE,1772062,7205639,-5433577
2016,4,PH,136573637,272812897,-136239260
2016,4,PL,13746493,22252155,-8505662
2016,4,PT,3477004,5982773,-2505769
2016,4,PR,549785,1398949,-849164
2016,4,QA,11365581,11633753,-268172
2016,4,ID,617180683,616190928,989755
2016,4,KR,619332031,458311744,161020287
2016,4,MD,290722,49167,241555
2016,4,SG,1388198618,2343151544,-954952926
2016,4,ZA,27408897,64314044,-36905147
2016,4,LK,3903783,38945095,-35041312
2016,4,YE,881989,12548446,-11666457
2016,4,RE,0,803004,-803004
2016,4,RO,2385376,9417756,-7032380
2016,4,RU,68454577,42001998,26452579
2016,4,RW,712600,0,712600
2016,4,KN,0,10633,-10633
2016,4,LC,0,15739,-15739
2016,4,VC,0,14077,-14077
2016,4,ST,0,28171,-28171
2016,4,SA,212331591,63840309,148491282
2016,4,SN,3162723,4535178,-1372455
2016,4,RS,520832,538781,-17949
2016,4,SC,45489,1146161,-1100672
2016,4,SL,0,880910,-880910
2016,4,SK,3601169,4940977,-1339808
2016,4,SI,2321285,17251759,-14930474
2016,4,VN,248200417,539758483,-291558066
2016,4,SB,59979,8861180,-8801201
2016,4,SO,0,8273417,-8273417
2016,4,ES,33385947,32304037,1081910
2016,4,SD,36822,4165430,-4128608
2016,4,SR,61782,177469,-115687
2016,4,SW,1715802,0,1715802
2016,4,SZ,0,77057,-77057
2016,4,SE,35835164,32448527,3386637
2016,4,CH,96460843,22084094,74376749
2016,4,SY,0,3698975,-3698975
2016,4,TW,793614657,488320903,305293754
2016,4,TJ,0,193877,-193877
2016,4,TH,843203150,809975104,33228046
2016,4,TL,32156,597846,-565690
2016,4,TG,0,13029735,-13029735
2016,4,TK,25473,0,25473
2016,4,TO,2754,185947,-183193
2016,4,TT,4810,3282366,-3277556
2016,4,TN,5283650,9260939,-3977289
2016,4,TR,20617625,94808155,-74190530
2016,4,TM,1088,329170,-328082
2016,4,TV,0,22618,-22618
2016,4,UM,0,2123,-2123
2016,4,UG,2728814,610058,2118756
2016,4,UA,4756750,4897881,-141131
2016,4,MM,14400694,57586244,-43185550
2016,4,AE,175116697,306686054,-131569357
2016,4,GB,139060136,173772997,-34712861
2016,4,TZ,7911293,40736424,-32825131
2016,4,US,1148798267,1698220766,-549422499
2016,4,UY,810962,1417149,-606187
2016,4,UZ,0,15193900,-15193900
2016,4,VU,20181,146461,-126280
2016,4,VE,15759669,6598299,9161370
2016,4,WS,0,363304,-363304
2016,4,ZM,125274,79604,45670
2016,4,ZW,317518,867227,-549709
2016,3,AF,2982,5163904,-5160922
2016,3,AL,65215,198939,-133724
2016,3,DZ,53232,10799646,-10746414
2016,3,AS,0,78105,-78105
2016,3,AO,10852,9548072,-9537220
2016,3,AI,25962,0,25962
2016,3,AG,197985,102420,95565
2016,3,AR,95716744,13569948,82146796
2016,3,AM,92479,605109,-512630
2016,3,AW,0,363389,-363389
2016,3,AU,314963044,599760297,-284797253
2016,3,AT,50632500,10530838,40101662
2016,3,AZ,48116,521004,-472888
2016,3,BS,0,624886,-624886
2016,3,BH,14734301,5822978,8911323
2016,3,BD,21807606,109826344,-88018738
2016,3,BB,2397,131499,-129102
2016,3,BY,330739,176946,153793
2016,3,BE,48324827,78020969,-29696142
2016,3,BZ,0,220586,-220586
2016,3,BJ,86,30703857,-30703771
2016,3,BM,0,1304,-1304
2016,3,BT,7715,73014,-65299
2016,3,BO,2830337,470658,2359679
2016,3,BA,0,813,-813
2016,3,BW,0,271677,-271677
2016,3,BR,212359557,65608255,146751302
2016,3,VG,283255,0,283255
2016,3,BN,1946618,46622058,-44675440
2016,3,BG,1972455,5097223,-3124768
2016,3,BF,1434205,2169,1432036
2016,3,KH,12758233,30043866,-17285633
2016,3,CM,5859477,1171021,4688456
2016,3,CA,60696168,58920247,1775921
2016,3,CV,0,75327,-75327
2016,3,KY,1263,21086,-19823
2016,3,CF,19430,144271,-124841
2016,3,TD,0,550,-550
2016,3,CL,6338737,11401494,-5062757
2016,3,CX,0,89316,-89316
2016,3,CO,3935073,6669316,-2734243
2016,3,KM,0,445545,-445545
2016,3,CG,1300761,1871021,-570260
2016,3,CD,1880933,846130,1034803
2016,3,CK,0,10484,-10484
2016,3,CR,1336212,2824583,-1488371
2016,3,CI,30778323,8816820,21961503
2016,3,HR,746665,972102,-225437
2016,3,CU,445243,446146,-903
2016,3,CW,15503,113308,-97805
2016,3,CY,277754,751927,-474173
2016,3,CZ,15370731,26376779,-11006048
2016,3,KP,0,760122,-760122
2016,3,DK,13573598,13869537,-295939
2016,3,DJ,0,5602297,-5602297
2016,3,DM,0,74288,-74288
2016,3,DO,165816,2674748,-2508932
2016,3,EC,7633147,1285274,6347873
2016,3,EG,8030778,42395425,-34364647
2016,3,SV,61320,996721,-935401
2016,3,GQ,0,1112613,-1112613
2016,3,ER,0,455220,-455220
2016,3,EE,303529,3380909,-3077380
2016,3,ET,26578,11454152,-11427574
2016,3,FM,0,87262,-87262
2016,3,DE,476849806,467099187,9750619
2016,3,FJ,815,3994623,-3993808
2016,3,FI,17059494,9841919,7217575
2016,3,FR,139783625,128718037,11065588
2016,3,GF,0,142943,-142943
2016,3,PF,0,422400,-422400
2016,3,GA,866,1640607,-1639741
2016,3,GM,0,1594922,-1594922
2016,3,GE,85439,1223001,-1137562
2016,3,GH,19807291,24034152,-4226861
2016,3,GI,0,2895,-2895
2016,3,GR,696372,18890267,-18193895
2016,3,GL,17438,0,17438
2016,3,GD,0,420947,-420947
2016,3,GP,10177,163665,-153488
2016,3,GU,3555,182635,-179080
2016,3,GT,17894537,2102880,15791657
2016,3,GN,2363058,1018090,1344968
2016,3,GW,0,139780,-139780
2016,3,GY,21669,264486,-242817
2016,3,HT,0,912197,-912197
2016,3,HN,43271,948451,-905180
2016,3,HK,235438365,819291153,-583852788
2016,3,HU,13683205,18550578,-4867373
2016,3,IS,525447,38916,486531
2016,3,IN,297500290,704163755,-406663465
2016,3,IQ,261,8186784,-8186523
2016,3,IE,33009770,13198923,19810847
2016,3,IR,2760504,34168981,-31408477
2016,3,IT,109862007,86638634,23223373
2016,3,JM,66112,1910872,-1844760
2016,3,JP,1242012440,1506017464,-264005024
2016,3,JO,4640207,7908456,-3268249
2016,3,KZ,766146,3406175,-2640029
2016,3,KE,889752,11465029,-10575277
2016,3,KI,0,123713,-123713
2016,3,KW,34722237,19464535,15257702
2016,3,KG,8122,77027,-68905
2016,3,LV,1383401,1726323,-342922
2016,3,LB,976100,6427333,-5451233
2016,3,LS,0,138202,-138202
2016,3,LR,416401,1735662,-1319261
2016,3,LY,661523,17408906,-16747383
2016,3,LI,2741,74449,-71708
2016,3,LT,12463223,2083668,10379555
2016,3,LU,1786366,729546,1056820
2016,3,MO,898949,1870247,-971298
2016,3,MK,119125,34650,84475
2016,3,MG,2337801,6063092,-3725291
2016,3,MW,729312,2882975,-2153663
2016,3,MY,2924606,0,2924606
2016,3,MV,13343,9266305,-9252962
2016,3,ML,20,166405,-166385
2016,3,MT,3132827,1292465,1840362
2016,3,MH,0,167241,-167241
2016,3,MQ,0,166733,-166733
2016,3,MR,5583,1297618,-1292035
2016,3,MU,125200,7072838,-6947638
2016,3,YT,0,207107,-207107
2016,3,MX,35647413,142358759,-106711346
2016,3,ME,241863,87474,154389
2016,3,MA,2240983,6452406,-4211423
2016,3,MZ,1491645,11261111,-9769466
2016,3,NA,152975,479729,-326754
2016,3,NP,20396,2252877,-2232481
2016,3,NL,130671177,433522745,-302851568
2016,3,NC,27277,934470,-907193
2016,3,NZ,60090564,59958428,132136
2016,3,NI,51145,360909,-309764
2016,3,NE,0,402645,-402645
2016,3,NG,7530715,95366597,-87835882
2016,3,NF,0,5063,-5063
2016,3,MP,0,90295,-90295
2016,3,NO,19055581,10033175,9022406
2016,3,OM,13029625,25332517,-12302892
2016,3,ZZ,189190586,1478572,187712014
2016,3,PK,16187099,94948197,-78761098
2016,3,PW,0,121425,-121425
2016,3,PS,130018,158360,-28342
2016,3,PA,1488008,10248235,-8760227
2016,3,PG,10611071,42151242,-31540171
2016,3,PY,100408,1244879,-1144471
2016,3,LA,2121947,1580756,541191
2016,3,MN,6231,2016035,-2009804
2016,3,CN,2441598980,1915687861,525911119
2016,3,PE,2823125,6701321,-3878196
2016,3,PH,125089838,290021468,-164931630
2016,3,PL,19473731,23147876,-3674145
2016,3,PT,2493607,5918403,-3424796
2016,3,PR,1044597,718074,326523
2016,3,QA,7965489,10939957,-2974468
2016,3,ID,607535323,555908522,51626801
2016,3,KR,576658494,480534696,96123798
2016,3,MD,380,68657,-68277
2016,3,SG,1376944507,2287069501,-910124994
2016,3,ZA,44730701,62516160,-17785459
2016,3,LK,4296418,40325474,-36029056
2016,3,YE,1133011,7304847,-6171836
2016,3,RE,355,1489479,-1489124
2016,3,RO,2676008,9812644,-7136636
2016,3,RU,105697204,38985785,66711419
2016,3,RW,823469,136881,686588
2016,3,LC,0,13999,-13999
2016,3,ST,0,30307,-30307
2016,3,SA,210593575,72796972,137796603
2016,3,SN,402084,4087605,-3685521
2016,3,RS,221529,279468,-57939
2016,3,SC,0,917718,-917718
2016,3,SL,2217,979646,-977429
2016,3,SK,2244608,3900621,-1656013
2016,3,SI,2324346,7570438,-5246092
2016,3,VN,384394172,491691551,-107297379
2016,3,SB,167779,3364564,-3196785
2016,3,SO,0,6111711,-6111711
2016,3,ES,39130115,58983487,-19853372
2016,3,SD,128262,3109442,-2981180
2016,3,SR,39905,70619,-30714
2016,3,SW,546111,0,546111
2016,3,SZ,5069,20911,-15842
2016,3,SE,32954824,31758621,1196203
2016,3,CH,101603738,28072568,73531170
2016,3,SY,36318,2676394,-2640076
2016,3,TW,839629552,413866672,425762880
2016,3,TJ,0,162177,-162177
2016,3,TH,934691782,901327896,33363886
2016,3,TL,33547,673284,-639737
2016,3,TG,413444,4464984,-4051540
2016,3,TO,0,264551,-264551
2016,3,TT,66964,33883019,-33816055
2016,3,TN,2430943,4593815,-2162872
2016,3,TR,25263996,125892688,-100628692
2016,3,TM,205221,362349,-157128
2016,3,TV,0,34632,-34632
2016,3,UM,0,3443,-3443
2016,3,UG,805655,787958,17697
2016,3,UA,3561521,5228151,-1666630
2016,3,MM,24372322,104620990,-80248668
2016,3,AE,189268934,227811850,-38542916
2016,3,GB,161313295,186579242,-25265947
2016,3,TZ,336260,32447500,-32111240
2016,3,US,1184673550,1669147295,-484473745
2016,3,VI,0,353,-353
2016,3,UY,295781,2464333,-2168552
2016,3,UZ,410801,5915175,-5504374
2016,3,VU,256425,156840,99585
2016,3,VE,13780850,14778172,-997322
2016,3,WF,0,5571,-5571
2016,3,WS,0,587848,-587848
2016,3,ZM,608974,208444,400530
2016,3,ZW,695161,2203499,-1508338
2016,2,AF,703,5230578,-5229875
2016,2,AL,92656,146522,-53866
2016,2,DZ,823,15090751,-15089928
2016,2,AS,0,292110,-292110
2016,2,AD,0,27453,-27453
2016,2,AO,187787,5392352,-5204565
2016,2,AG,0,81446,-81446
2016,2,AR,72551503,13175540,59375963
2016,2,AM,0,400547,-400547
2016,2,AW,1461,127413,-125952
2016,2,AU,221971689,487647802,-265676113
2016,2,AT,38521734,10402927,28118807
2016,2,AZ,0,153927,-153927
2016,2,BS,82323,430908,-348585
2016,2,BH,7922840,5677795,2245045
2016,2,BD,14848734,65388194,-50539460
2016,2,BB,6005,117599,-111594
2016,2,BY,802838,130018,672820
2016,2,BE,40308104,65386303,-25078199
2016,2,BZ,7382,215946,-208564
2016,2,BJ,0,18504360,-18504360
2016,2,BM,0,3675,-3675
2016,2,BT,659,149115,-148456
2016,2,BO,1405086,727575,677511
2016,2,BA,0,40553,-40553
2016,2,BW,0,191573,-191573
2016,2,BR,151136652,53264710,97871942
2016,2,IO,0,773,-773
2016,2,VG,199037,12947,186090
2016,2,BN,13871286,33054281,-19182995
2016,2,BG,2053201,4464227,-2411026
2016,2,BF,1427453,73060,1354393
2016,2,KH,11865640,15001587,-3135947
2016,2,CM,6014938,1902952,4111986
2016,2,CA,62875884,48252058,14623826
2016,2,CV,0,28145,-28145
2016,2,KY,0,24508,-24508
2016,2,CF,0,210643,-210643
2016,2,TD,0,224527,-224527
2016,2,CL,3403942,10272138,-6868196
2016,2,CX,1548390,0,1548390
2016,2,CO,3869015,4696596,-827581
2016,2,KM,0,245977,-245977
2016,2,CG,1661247,2032821,-371574
2016,2,CD,4480972,775229,3705743
2016,2,CR,2371506,3082823,-711317
2016,2,CI,20645641,2548978,18096663
2016,2,HR,638941,1431445,-792504
2016,2,CU,171727,577360,-405633
2016,2,CW,38926,27016,11910
2016,2,CY,323545,345935,-22390
2016,2,CZ,12767254,23180996,-10413742
2016,2,KP,7211,114491,-107280
2016,2,DK,14235261,8768695,5466566
2016,2,DJ,0,8594274,-8594274
2016,2,DM,1662,4045,-2383
2016,2,DO,201658,2530656,-2328998
2016,2,EC,5913664,854772,5058892
2016,2,EG,9683169,45322392,-35639223
2016,2,SV,578,1638705,-1638127
2016,2,GQ,0,226632,-226632
2016,2,EE,283883,2640411,-2356528
2016,2,ET,947,11117185,-11116238
2016,2,FM,0,31845,-31845
2016,2,DE,442953315,426811157,16142158
2016,2,FJ,323515,4953951,-4630436
2016,2,FI,9284652,9119033,165619
2016,2,FR,246106968,108572049,137534919
2016,2,PF,0,268368,-268368
2016,2,GA,42754,1957756,-1915002
2016,2,GM,0,2046445,-2046445
2016,2,GE,1029349,950961,78388
2016,2,GH,10349825,6202239,4147586
