Year,Month,Code,Import,Export,DIFF
2016,12,AF,1539,7282454,-7280915
2016,12,AL,83768,526938,-443170
2016,12,DZ,1179,14060570,-14059391
2016,12,AS,24691,43055,-18364
2016,12,AD,0,64243,-64243
2016,12,AO,11723,11722796,-11711073
2016,12,AI,0,340,-340
2016,12,AQ,0,1177,-1177
2016,12,AG,14,84744,-84730
2016,12,AR,82559747,9376036,73183711
2016,12,AM,5411,552258,-546847
2016,12,AU,362697706,624719780,-262022074
2016,12,AT,40464766,7685024,32779742
2016,12,AZ,4383,980219,-975836
2016,12,BS,15915,107480,-91565
2016,12,BH,35225999,4743645,30482354
2016,12,BD,13310382,81185253,-67874871
2016,12,BB,951,193845,-192894
2016,12,BY,4501636,184154,4317482
2016,12,BE,44942475,96217033,-51274558
2016,12,BZ,0,107393,-107393
2016,12,BJ,0,22425390,-22425390
2016,12,BM,0,82496,-82496
2016,12,BT,1029,128043,-127014
2016,12,BO,980315,969953,10362
2016,12,BA,353,20433,-20080
2016,12,BW,0,267808,-267808
2016,12,BR,207372453,69173840,138198613
2016,12,VG,0,3740838,-3740838
2016,12,BN,4001557,42847950,-38846393
2016,12,BG,2923834,5969641,-3045807
2016,12,BF,184846,214818,-29972
2016,12,KH,16469055,17148423,-679368
2016,12,CM,7775830,7541633,234197
2016,12,CA,59422863,55256422,4166441
2016,12,CV,0,62925,-62925
2016,12,CF,155865,229114,-73249
2016,12,CL,11241599,10513279,728320
2016,12,CX,0,9605,-9605
2016,12,CO,3925899,6466893,-2540994
2016,12,KM,0,480814,-480814
2016,12,CG,1061159,2273058,-1211899
2016,12,CD,12982499,1414041,11568458
2016,12,CK,0,12980,-12980
2016,12,CR,1639023,4256294,-2617271
2016,12,CI,34310273,5799820,28510453
2016,12,HR,393267,1660542,-1267275
2016,12,CU,161585,85452,76133
2016,12,CW,375,63067,-62692
2016,12,CY,686754,587131,99623
2016,12,CZ,14742199,27598956,-12856757
2016,12,KP,0,83718,-83718
2016,12,DK,13302733,13056047,246686
2016,12,DJ,0,7347059,-7347059
2016,12,DM,0,39105,-39105
2016,12,DO,562993,4048175,-3485182
2016,12,EC,6768434,1440565,5327869
2016,12,EG,18327230,56945898,-38618668
2016,12,SV,674,1312728,-1312054
2016,12,GQ,0,1303791,-1303791
2016,12,ER,0,497273,-497273
2016,12,EE,406341,3324432,-2918091
2016,12,ET,45594,12271685,-12226091
2016,12,FO,33767,0,33767
2016,12,FM,0,44343,-44343
2016,12,DE,450994156,482462969,-31468813
2016,12,FJ,32607,4869104,-4836497
2016,12,FI,11251308,9170343,2080965
2016,12,FR,132447009,110607862,21839147
2016,12,PF,0,454846,-454846
2016,12,GA,35125343,1885042,33240301
2016,12,GM,0,2668248,-2668248
2016,12,GE,164585,955201,-790616
2016,12,GH,17237508,20414610,-3177102
2016,12,GI,0,38990,-38990
2016,12,GR,2214232,6586931,-4372699
2016,12,GL,759,0,759
2016,12,GD,0,841191,-841191
2016,12,GP,0,99773,-99773
2016,12,GU,481,167429,-166948
2016,12,GT,283202,2376871,-2093669
2016,12,GN,88211,1249031,-1160820
2016,12,GW,0,168689,-168689
2016,12,GY,46652,558866,-512214
2016,12,HT,0,480839,-480839
2016,12,HN,16542,1238636,-1222094
2016,12,HK,264052854,808721175,-544668321
2016,12,HU,12541747,30574708,-18032961
2016,12,IS,2016,132393,-130377
2016,12,IN,382638289,620386005,-237747716
2016,12,IQ,39676045,15966992,23709053
2016,12,IE,60567929,13509021,47058908
2016,12,IR,3865769,43648348,-39782579
2016,12,IT,124817148,68059109,56758039
2016,12,JM,24176,1914584,-1890408
2016,12,JP,1170275611,1358012252,-187736641
2016,12,JO,2772065,7781728,-5009663
2016,12,KZ,490797,3955208,-3464411
2016,12,KE,1430416,10398046,-8967630
2016,12,KI,304267,141657,162610
2016,12,KW,8415868,14511545,-6095677
2016,12,KG,0,295108,-295108
2016,12,LV,685546,14116689,-13431143
2016,12,LB,1271791,4677435,-3405644
2016,12,LS,0,69285,-69285
2016,12,LR,198918,990673,-791755
2016,12,LY,147183,1053114,-905931
2016,12,LI,6175,43478,-37303
2016,12,LT,35114103,1678750,33435353
2016,12,LU,2010134,981844,1028290
2016,12,MO,927300,2305047,-1377747
2016,12,MK,58911,10681,48230
2016,12,MG,514227,5957276,-5443049
2016,12,MW,308213,5328492,-5020279
2016,12,MY,1440863,0,1440863
2016,12,MV,619723,14930958,-14311235
2016,12,ML,0,524368,-524368
2016,12,MT,1574212,1773867,-199655
2016,12,MH,0,71812,-71812
2016,12,MQ,0,63156,-63156
2016,12,MR,0,5410650,-5410650
2016,12,MU,149120,7495101,-7345981
2016,12,YT,0,293291,-293291
2016,12,MX,46104643,178953791,-132849148
2016,12,MC,108,0,108
2016,12,ME,0,82259,-82259
2016,12,MA,2794990,6881264,-4086274
2016,12,MZ,2197070,10380046,-8182976
2016,12,NA,116975,300347,-183372
2016,12,NR,0,77307,-77307
2016,12,NP,81597,2231892,-2150295
2016,12,NL,251131871,476283987,-225152116
2016,12,NC,0,1493785,-1493785
2016,12,NZ,72257739,52354352,19903387
2016,12,NI,77649,105785,-28136
2016,12,NE,0,126804,-126804
2016,12,NG,13851771,12054166,1797605
2016,12,MP,0,152649,-152649
2016,12,NO,20679796,6484216,14195580
2016,12,OM,26392990,19570980,6822010
2016,12,ZZ,1348247,2698184,-1349937
2016,12,PK,16073925,118324076,-102250151
2016,12,PS,0,87351,-87351
2016,12,PA,3444959,9350048,-5905089
2016,12,PG,19848736,18559190,1289546
2016,12,PY,0,600850,-600850
2016,12,LA,407778,1449800,-1042022
2016,12,MN,227838,1103537,-875699
2016,12,CN,3229613684,2290825039,938788645
2016,12,PE,14413075,7349186,7063889
2016,12,PH,156458628,268492898,-112034270
2016,12,PL,18930837,24279431,-5348594
2016,12,PT,4675359,6174910,-1499551
2016,12,PR,25121,1020455,-995334
2016,12,QA,61926808,13149757,48777051
2016,12,ID,676744127,606793456,69950671
2016,12,KR,656818500,604652084,52166416
2016,12,MD,869343,61612,807731
2016,12,SG,1376037879,2452499982,-1076462103
2016,12,ZA,25261053,50527983,-25266930
2016,12,LK,6290943,82175870,-75884927
2016,12,YE,1059735,18236489,-17176754
2016,12,RE,16970,1361794,-1344824
2016,12,RO,2351855,6619859,-4268004
2016,12,RU,36820914,49966367,-13145453
2016,12,RW,2094047,213650,1880397
2016,12,LC,0,181060,-181060
2016,12,VC,0,13151,-13151
2016,12,SA,286006328,81056904,204949424
2016,12,SN,16232,6312979,-6296747
2016,12,RS,126162,722600,-596438
2016,12,SC,705207,9767468,-9062261
2016,12,SL,0,1967865,-1967865
2016,12,SK,2180540,3576233,-1395693
2016,12,SI,1333865,13351207,-12017342
2016,12,VN,469874903,481624435,-11749532
2016,12,SB,832453,1888662,-1056209
2016,12,SO,0,10155178,-10155178
2016,12,ES,50278010,50100056,177954
2016,12,SD,54548,7332590,-7278042
2016,12,SR,33690,354175,-320485
2016,12,SW,174829,0,174829
2016,12,SZ,0,139578,-139578
2016,12,SE,42101625,35309243,6792382
2016,12,CH,203203528,96090105,107113423
2016,12,SY,115424,3434929,-3319505
2016,12,TW,895242239,475856654,419385585
2016,12,TJ,0,280869,-280869
2016,12,TH,891116697,942622037,-51505340
2016,12,TL,28180,843306,-815126
2016,12,TG,0,10166009,-10166009
2016,12,TO,0,230259,-230259
2016,12,TT,10243,1791099,-1780856
2016,12,TN,298929,3765537,-3466608
2016,12,TR,27046849,224457622,-197410773
2016,12,TM,10046,799261,-789215
2016,12,TV,0,10872,-10872
2016,12,UG,2250494,362886,1887608
2016,12,UA,7045436,6393718,651718
2016,12,MM,16451632,85815630,-69363998
2016,12,AE,242884358,271951213,-29066855
2016,12,GB,136487520,169513157,-33025637
2016,12,TZ,3550002,8936966,-5386964
2016,12,US,1157759666,1608469709,-450710043
2016,12,UY,867593,2063973,-1196380
2016,12,UZ,360,4375202,-4374842
2016,12,VU,307618,324606,-16988
2016,12,VE,22124814,470352,21654462
2016,12,WS,0,319444,-319444
2016,12,ZM,862212,271947,590265
2016,12,ZW,143476,619407,-475931
2016,11,AF,63188,11206504,-11143316
2016,11,AL,16635,7465288,-7448653
2016,11,DZ,22017,9029081,-9007064
2016,11,AS,0,63369,-63369
2016,11,AO,551,13727403,-13726852
2016,11,AI,0,366,-366
2016,11,AG,0,25916,-25916
2016,11,AR,106425301,10401079,96024222
2016,11,AM,1595,517302,-515707
2016,11,AW,0,131247,-131247
2016,11,AU,299973993,624795028,-324821035
2016,11,AT,41875453,9309668,32565785
2016,11,AZ,0,583723,-583723
2016,11,BS,5073,875019,-869946
2016,11,BH,988595,5346749,-4358154
2016,11,BD,18953579,108102860,-89149281
2016,11,BB,3556,179906,-176350
2016,11,BY,3777985,221446,3556539
2016,11,BE,43698284,89945608,-46247324
2016,11,BZ,1249,189438,-188189
2016,11,BJ,2919,34046355,-34043436
2016,11,BM,0,2484,-2484
2016,11,BT,0,70814,-70814
2016,11,BO,996271,469535,526736
2016,11,BA,149719,26612,123107
2016,11,BW,0,75970,-75970
2016,11,BR,276156934,52909243,223247691
2016,11,VG,14670,61946,-47276
2016,11,BN,3475137,41739365,-38264228
2016,11,BG,2482464,4826400,-2343936
2016,11,BF,183195,310940,-127745
2016,11,BI,0,26384,-26384
2016,11,KH,16855861,18916578,-2060717
2016,11,CM,10126590,5702145,4424445
2016,11,CA,53732389,58341178,-4608789
2016,11,CV,0,123181,-123181
2016,11,KY,0,24172,-24172
2016,11,CF,0,36042,-36042
2016,11,CL,25801162,14012194,11788968
2016,11,CX,1508794,0,1508794
2016,11,CO,2215792,6396164,-4180372
2016,11,KM,160900,780047,-619147
2016,11,CG,2072290,2344064,-271774
2016,11,CD,4159424,5265790,-1106366
2016,11,CK,0,16354,-16354
2016,11,CR,1623431,5986225,-4362794
2016,11,CI,22074320,6585375,15488945
2016,11,HR,633217,1667194,-1033977
2016,11,CU,62001,529075,-467074
2016,11,CW,0,51409,-51409
2016,11,CY,494320,4077708,-3583388
2016,11,CZ,17185803,26553217,-9367414
2016,11,KP,0,99230,-99230
2016,11,DK,13881449,10584955,3296494
2016,11,DJ,0,8888527,-8888527
2016,11,DM,0,35129,-35129
2016,11,DO,668471,2139543,-1471072
2016,11,EC,5671344,1331725,4339619
2016,11,EG,4645357,35454734,-30809377
2016,11,SV,38004,1098599,-1060595
2016,11,GQ,0,610178,-610178
2016,11,ER,0,140415,-140415
2016,11,EE,353370,3110682,-2757312
2016,11,ET,229110,12241159,-12012049
2016,11,FM,0,46899,-46899
2016,11,DE,481907979,465167896,16740083
2016,11,FJ,350311,3000562,-2650251
2016,11,FI,11990838,7275874,4714964
2016,11,FR,183344512,107327834,76016678
2016,11,GF,0,31397,-31397
2016,11,PF,0,159390,-159390
2016,11,GA,86141,3910258,-3824117
2016,11,GM,0,1909662,-1909662
2016,11,GE,12207,1552917,-1540710
2016,11,GH,5392853,17815416,-12422563
2016,11,GI,0,16651,-16651
2016,11,GR,3693780,4015144,-321364
2016,11,GL,36953,0,36953
2016,11,GD,0,329949,-329949
2016,11,GP,0,145770,-145770
2016,11,GU,754,378107,-377353
2016,11,GT,278450,1728155,-1449705
2016,11,GN,40365,11367537,-11327172
2016,11,GW,0,612153,-612153
2016,11,GY,38869,657566,-618697
2016,11,HT,0,1337170,-1337170
2016,11,HN,576972,1342991,-766019
2016,11,HK,303789812,745520327,-441730515
2016,11,HU,9514444,25887896,-16373452
2016,11,IS,101880,26249,75631
2016,11,IN,334241092,679758853,-345517761
2016,11,IQ,24469441,15867191,8602250
2016,11,IE,52966903,12167878,40799025
2016,11,IR,20862455,47958714,-27096259
2016,11,IT,131673307,57858778,73814529
2016,11,JM,10109,2140749,-2130640
2016,11,JP,1191762861,1411437243,-219674382
2016,11,JO,3437152,7403364,-3966212
2016,11,KZ,1245476,3464935,-2219459
2016,11,KE,1114545,22447647,-21333102
2016,11,KI,154563,71541,83022
2016,11,KW,73773240,15073473,58699767
2016,11,KG,8706,102770,-94064
2016,11,LV,3132212,4099509,-967297
2016,11,LB,750546,5646657,-4896111
2016,11,LS,0,128274,-128274
2016,11,LR,1021804,1564798,-542994
2016,11,LY,878,810947,-810069
2016,11,LI,306961,18026,288935
2016,11,LT,1647927,2028705,-380778
2016,11,LU,1710327,1396351,313976
2016,11,MO,977584,2424099,-1446515
2016,11,MK,18254,151587,-133333
2016,11,MG,462356,6863045,-6400689
2016,11,MW,109214,78661,30553
2016,11,MY,393483,0,393483
2016,11,MV,9184,8780831,-8771647
2016,11,ML,0,234563,-234563
2016,11,MT,9983055,2040668,7942387
2016,11,MH,174376,50955,123421
2016,11,MQ,0,165971,-165971
2016,11,MR,0,6891730,-6891730
2016,11,MU,221663,8042478,-7820815
2016,11,YT,0,362493,-362493
2016,11,MX,28893624,151488349,-122594725
2016,11,MC,99,4320,-4221
2016,11,ME,0,65399,-65399
2016,11,MA,1193443,2812742,-1619299
2016,11,MZ,180525,35858871,-35678346
2016,11,NA,47900,132248,-84348
2016,11,NP,24447,1876949,-1852502
2016,11,NL,117787502,521075943,-403288441
2016,11,NC,0,1265884,-1265884
2016,11,NZ,83723919,92781339,-9057420
2016,11,NI,52026,379951,-327925
2016,11,NE,0,749985,-749985
2016,11,NG,19614319,40417152,-20802833
2016,11,MP,0,41216,-41216
2016,11,NO,26693009,7749198,18943811
2016,11,OM,24719871,18063767,6656104
2016,11,ZZ,13804293,1160346,12643947
2016,11,PK,14134474,96753231,-82618757
2016,11,PW,0,74214,-74214
2016,11,PS,40282,19267,21015
2016,11,PA,4279432,10110263,-5830831
2016,11,PG,31300072,22373087,8926985
2016,11,PY,40508,855246,-814738
2016,11,LA,465576,1472892,-1007316
2016,11,MN,1577,1486457,-1484880
2016,11,CN,3158175180,2523575921,634599259
2016,11,PE,14877985,8497953,6380032
2016,11,PH,117169398,244224246,-127054848
2016,11,PL,13608572,22962168,-9353596
2016,11,PT,4926192,5038830,-112638
2016,11,PR,1979412,1499409,480003
2016,11,QA,43933541,11304694,32628847
2016,11,ID,634498486,579498660,54999826
2016,11,KR,689224192,421720433,267503759
2016,11,MD,1336976,24182,1312794
2016,11,SG,1445104222,2413097382,-967993160
2016,11,ZA,45386938,54810272,-9423334
2016,11,LK,5126452,44057287,-38930835
2016,11,YE,739599,17968001,-17228402
2016,11,RE,0,1128252,-1128252
2016,11,RO,8981181,9257100,-275919
2016,11,RU,118548299,38336185,80212114
2016,11,RW,1362705,1121949,240756
2016,11,LC,0,1852,-1852
2016,11,VC,0,82742,-82742
2016,11,ST,0,59841,-59841
2016,11,SA,199817110,73415322,126401788
2016,11,SN,0,4545419,-4545419
2016,11,RS,272491,478262,-205771
2016,11,SC,237808,526555,-288747
2016,11,SL,114467,1049084,-934617
2016,11,SK,2419271,6756868,-4337597
2016,11,SI,2130386,18270346,-16139960
2016,11,VN,425226001,528291994,-103065993
2016,11,SB,1265875,4231046,-2965171
2016,11,SO,0,9456913,-9456913
2016,11,ES,45842534,47017420,-1174886
2016,11,SD,19755,6316575,-6296820
2016,11,SR,8644,306027,-297383
2016,11,SW,25045,0,25045
2016,11,SZ,0,766130,-766130
2016,11,SE,36028418,24666041,11362377
2016,11,CH,156942077,71745624,85196453
2016,11,SY,18362,3702687,-3684325
2016,11,TW,905058923,448076983,456981940
2016,11,TJ,0,87424,-87424
2016,11,TH,888867013,893954553,-5087540
2016,11,TL,4800,713731,-708931
2016,11,TG,4259,28130833,-28126574
2016,11,TK,14223,0,14223
2016,11,TO,0,166808,-166808
2016,11,TT,88077,1554321,-1466244
2016,11,TN,541487,3298749,-2757262
2016,11,TR,25458441,156296506,-130838065
2016,11,TM,4654,1624169,-1619515
2016,11,TV,0,53145,-53145
2016,11,UG,637819,666759,-28940
2016,11,UA,7612649,5286728,2325921
2016,11,MM,17278637,99123494,-81844857
2016,11,AE,241311673,242091422,-779749
2016,11,GB,119791089,177921048,-58129959
2016,11,TZ,7873830,25088589,-17214759
2016,11,US,1106566435,1537684345,-431117910
2016,11,VI,0,1385,-1385
2016,11,UY,3663044,2588135,1074909
2016,11,UZ,927,8855360,-8854433
2016,11,VU,649423,136611,512812
2016,11,VE,22001448,377140,21624308
2016,11,WS,0,450056,-450056
2016,11,ZM,263,299300,-299037
2016,11,ZW,0,1054314,-1054314
2016,10,AF,65331,12200765,-12135434
2016,10,AL,9488,205456,-195968
2016,10,DZ,131,7110110,-7109979
2016,10,AS,130645,6917654,-6787009
2016,10,AO,7687,15464287,-15456600
2016,10,AG,1317,63446,-62129
2016,10,AR,90625427,9505127,81120300
2016,10,AM,14013,401080,-387067
2016,10,AW,0,2640,-2640
2016,10,AU,387898790,509457983,-121559193
2016,10,AT,45165626,9252119,35913507
2016,10,AZ,8360,663182,-654822
2016,10,BS,97841,530354,-432513
2016,10,BH,823580,4727863,-3904283
2016,10,BD,11506613,110885604,-99378991
2016,10,BB,5588,129302,-123714
2016,10,BY,2318610,325561,1993049
2016,10,BE,52080222,93317896,-41237674
2016,10,BZ,0,174389,-174389
2016,10,BJ,3757,32079795,-32076038
2016,10,BM,0,85183,-85183
2016,10,BT,878,238145,-237267
2016,10,BO,420972,629173,-208201
2016,10,BA,62009,30863,31146
2016,10,BW,0,196214,-196214
2016,10,BR,123689193,61235883,62453310
2016,10,VG,38313,0,38313
2016,10,BN,26529846,37283795,-10753949
2016,10,BG,3122804,6743855,-3621051
2016,10,BF,374867,121095,253772
2016,10,KH,9374753,24504703,-15129950
2016,10,CM,1924694,2111880,-187186
2016,10,CA,39916368,56499706,-16583338
2016,10,CV,0,367519,-367519
2016,10,KY,0,910,-910
2016,10,CF,0,1803707,-1803707
2016,10,TD,0,1003,-1003
2016,10,CL,13200835,13173643,27192
2016,10,CX,3609268,128401,3480867
2016,10,CO,1961069,7598095,-5637026
2016,10,KM,0,158025,-158025
2016,10,CG,5034870,3248769,1786101
2016,10,CD,936876,777883,158993
2016,10,CK,0,12185,-12185
2016,10,CR,2167071,2532116,-365045
2016,10,CI,22073242,7621651,14451591
2016,10,HR,158330,1132128,-973798
2016,10,CU,160728,370009,-209281
2016,10,CW,0,36284,-36284
2016,10,CY,565835,613178,-47343
2016,10,CZ,23289854,32368194,-9078340
2016,10,KP,0,5836,-5836
2016,10,DK,16754394,12391024,4363370
2016,10,DJ,0,6987330,-6987330
2016,10,DM,0,13733,-13733
2016,10,DO,253005,3374533,-3121528
2016,10,EC,4134162,2037407,2096755
2016,10,EG,4116864,39479546,-35362682
2016,10,SV,3364,1669959,-1666595
2016,10,GQ,0,1286785,-1286785
2016,10,ER,0,622643,-622643
2016,10,EE,344456,2292430,-1947974
2016,10,ET,186519,7880262,-7693743
2016,10,FM,0,7534,-7534
2016,10,DE,532011251,492749702,39261549
2016,10,FJ,1367078,6398398,-5031320
2016,10,FI,14906340,8888886,6017454
2016,10,FR,212099056,108732520,103366536
2016,10,GF,0,117606,-117606
2016,10,PF,0,8217608,-8217608
2016,10,GA,1042,2250915,-2249873
2016,10,GM,0,1894966,-1894966
2016,10,GE,113301,1593276,-1479975
2016,10,GH,3823683,26708734,-22885051
2016,10,GI,0,1596,-1596
2016,10,GR,1384578,6016303,-4631725
2016,10,GL,13594,0,13594
2016,10,GD,0,350793,-350793
2016,10,GP,0,169942,-169942
2016,10,GU,0,286618,-286618
2016,10,GT,330311,5036328,-4706017
2016,10,GN,28757,4746717,-4717960
2016,10,GW,0,314062,-314062
2016,10,GY,67183,454243,-387060
2016,10,HT,44242,1663402,-1619160
2016,10,HN,141461,869908,-728447
2016,10,HK,253184729,796052568,-542867839
2016,10,HU,11592732,21517865,-9925133
2016,10,IS,953,105340,-104387
2016,10,IN,337643614,657384809,-319741195
2016,10,IQ,7227477,11750957,-4523480
2016,10,IE,81631481,10400642,71230839
2016,10,IR,23117559,34179226,-11061667
2016,10,IT,93613360,73696686,19916674
2016,10,JM,62148,1755075,-1692927
2016,10,JP,1160752833,1179542226,-18789393
2016,10,JO,5661880,8609536,-2947656
2016,10,KZ,607967,2767669,-2159702
2016,10,KE,717570,10893742,-10176172
2016,10,KI,514330,13268,501062
2016,10,KW,53082292,13489622,39592670
2016,10,KG,0,279983,-279983
2016,10,LV,726438,12739005,-12012567
2016,10,LB,278539,6041985,-5763446
2016,10,LR,536560,2008462,-1471902
2016,10,LY,247,829595,-829348
2016,10,LI,19233,16131,3102
2016,10,LT,3059447,2221413,838034
2016,10,LU,1952323,761462,1190861
2016,10,MO,918569,2457311,-1538742
2016,10,MK,87395,277,87118
2016,10,MG,234305,5046647,-4812342
2016,10,MW,211929,6123843,-5911914
2016,10,MY,2174089,0,2174089
2016,10,MV,2142,10236021,-10233879
2016,10,ML,0,53621,-53621
2016,10,MT,2063862,1893836,170026
2016,10,MH,428398,168244,260154
2016,10,MQ,0,84094,-84094
2016,10,MR,0,3572754,-3572754
2016,10,MU,474336,9169654,-8695318
2016,10,YT,0,504810,-504810
2016,10,MX,31614006,169069882,-137455876
2016,10,MC,4721,23401,-18680
2016,10,ME,0,42691,-42691
2016,10,MA,2385456,5637467,-3252011
2016,10,MZ,1810455,2187249,-376794
2016,10,NA,24685,264015,-239330
2016,10,NR,0,65546,-65546
2016,10,NP,31178,2720477,-2689299
2016,10,NL,115119278,513030074,-397910796
2016,10,NC,0,2792079,-2792079
2016,10,NZ,48038128,118969858,-70931730
2016,10,NI,4226,790104,-785878
2016,10,NE,225154,5887,219267
2016,10,NG,7622420,49351364,-41728944
2016,10,MP,303,100662,-100359
2016,10,NO,13320666,3844016,9476650
2016,10,OM,24864974,15555902,9309072
2016,10,ZZ,23403837,1074324,22329513
2016,10,PK,10218772,112471668,-102252896
2016,10,PW,0,5225,-5225
2016,10,PS,7663,76443,-68780
2016,10,PA,72195,9379018,-9306823
2016,10,PG,10067792,30678790,-20610998
2016,10,PY,0,444309,-444309
2016,10,LA,362801,1146419,-783618
2016,10,MN,393,1885181,-1884788
2016,10,CN,2766713418,2275180139,491533279
2016,10,PE,3322832,9177662,-5854830
2016,10,PH,148622556,291001266,-142378710
2016,10,PL,9951440,24777994,-14826554
2016,10,PT,3794850,5310306,-1515456
2016,10,PR,923527,1500123,-576596
2016,10,QA,77266798,14062246,63204552
2016,10,ID,671369545,636659157,34710388
2016,10,KR,839705107,517931293,321773814
2016,10,MD,2101006,524,2100482
2016,10,SG,1596099550,2323560095,-727460545
2016,10,ZA,35093590,63236024,-28142434
2016,10,LK,4876189,57425821,-52549632
2016,10,YE,144225,12915188,-12770963
2016,10,RE,0,1585404,-1585404
2016,10,RO,8882531,7965447,917084
2016,10,RU,66301531,53961435,12340096
2016,10,RW,569060,49887,519173
2016,10,GS,0,37787,-37787
2016,10,VC,0,84886,-84886
2016,10,SA,197849747,66353346,131496401
2016,10,SN,1284,5992960,-5991676
2016,10,RS,76337,732429,-656092
2016,10,SC,0,1337330,-1337330
2016,10,SL,0,1034527,-1034527
2016,10,SK,2112626,6764785,-4652159
2016,10,SI,2744089,22524713,-19780624
2016,10,VN,378541928,481681092,-103139164
2016,10,SB,1197745,4911078,-3713333
2016,10,SO,0,8483846,-8483846
2016,10,ES,49010102,36941362,12068740
2016,10,SD,236133,2895636,-2659503
2016,10,SR,642,265570,-264928
2016,10,SW,25988,0,25988
2016,10,SZ,15965,0,15965
2016,10,SE,36677532,30533633,6143899
2016,10,CH,212692231,75480194,137212037
2016,10,SY,17591,3434343,-3416752
2016,10,TW,846794453,446005391,400789062
2016,10,TJ,0,184292,-184292
2016,10,TH,833806711,897003046,-63196335
2016,10,TL,19946,714839,-694893
2016,10,TG,1059790,2417189,-1357399
2016,10,TO,0,75254,-75254
2016,10,TT,1230,1588444,-1587214
2016,10,TN,434202,2887319,-2453117
2016,10,TR,21659980,174681668,-153021688
2016,10,TM,0,623306,-623306
2016,10,TC,0,14005,-14005
2016,10,TV,0,216403,-216403
2016,10,UG,137882,879662,-741780
2016,10,UA,7091779,5941502,1150277
2016,10,MM,13795297,94711900,-80916603
2016,10,AE,198984254,244455547,-45471293
2016,10,GB,117653204,181531965,-63878761
2016,10,TZ,15975707,16863551,-887844
2016,10,US,1039362937,1685986831,-646623894
2016,10,VI,0,161630,-161630
2016,10,UY,458232,1739771,-1281539
2016,10,UZ,1212,18025574,-18024362
2016,10,VU,747978,13790226,-13042248
2016,10,VE,21977633,814228,21163405
2016,10,WS,0,430220,-430220
2016,10,ZM,537,109272,-108735
2016,10,ZW,969956,492704,477252
2016,9,AF,180,6301714,-6301534
2016,9,AL,125469,386576,-261107
2016,9,DZ,91430,9207696,-9116266
2016,9,AS,180572,200572,-20000
2016,9,AO,23559,14236229,-14212670
2016,9,AG,0,38470,-38470
2016,9,AR,107460428,30757473,76702955
2016,9,AM,15573,20598,-5025
2016,9,AW,0,15971,-15971
2016,9,AU,394086076,500707629,-106621553
2016,9,AT,40238354,8023374,32214980
2016,9,AZ,1715,664340,-662625
2016,9,BS,6235011,479298,5755713
2016,9,BH,9777242,4645118,5132124
2016,9,BD,13031846,103186389,-90154543
2016,9,BB,4294,166215,-161921
2016,9,BY,2576097,257129,2318968
2016,9,BE,49951615,87476583,-37524968
2016,9,BZ,232493,442646,-210153
2016,9,BJ,0,19043165,-19043165
2016,9,BM,1676,4583,-2907
2016,9,BT,0,40573,-40573
2016,9,BO,360655,756479,-395824
2016,9,BA,0,82709,-82709
2016,9,BW,5869,243229,-237360
2016,9,BR,147119169,66147498,80971671
2016,9,VG,26928,3768384,-3741456
2016,9,BN,3046641,43790256,-40743615
2016,9,BG,3261634,4554578,-1292944
2016,9,BF,926583,221058,705525
2016,9,KH,12208862,23112147,-10903285
2016,9,CM,9092041,5487977,3604064
2016,9,CA,37586916,61756585,-24169669
2016,9,CV,0,79324,-79324
2016,9,KY,0,1026,-1026
2016,9,CF,0,14091,-14091
2016,9,CL,4295209,15196014,-10900805
2016,9,CX,675561,9171,666390
2016,9,CO,976901,9001426,-8024525
2016,9,KM,0,160887,-160887
2016,9,CG,7322392,2799174,4523218
2016,9,CD,3233838,824403,2409435
2016,9,CK,0,24399,-24399
2016,9,CR,1436327,2414886,-978559
2016,9,CI,21079307,4085217,16994090
2016,9,HR,9542275,1122601,8419674
2016,9,CU,256314,892337,-636023
2016,9,CW,0,108869,-108869
2016,9,CY,470370,1012837,-542467
2016,9,CZ,14762826,27463947,-12701121
2016,9,KP,37514,14218,23296
2016,9,DK,15968448,9643997,6324451
2016,9,DJ,42315,8531953,-8489638
2016,9,DM,0,15410,-15410
2016,9,DO,680457,2862587,-2182130
2016,9,EC,4190706,1436872,2753834
2016,9,EG,4663352,43861899,-39198547
2016,9,SV,154371,1878718,-1724347
2016,9,GQ,0,664323,-664323
2016,9,ER,0,1530135,-1530135
2016,9,EE,947010,3104826,-2157816
2016,9,ET,171896,9018780,-8846884
2016,9,FM,0,10194,-10194
2016,9,DE,434578175,458931313,-24353138
2016,9,FJ,930296,4741009,-3810713
2016,9,FI,8744575,7236535,1508040
2016,9,FR,280991971,128147727,152844244
2016,9,GF,0,111514,-111514
2016,9,PF,0,455218,-455218
2016,9,GA,28489,1539264,-1510775
2016,9,GM,0,3138784,-3138784
2016,9,GE,302032,808073,-506041
2016,9,GH,5625291,10581400,-4956109
2016,9,GI,0,15030,-15030
2016,9,GR,926220,5946200,-5019980
2016,9,GL,11415,0,11415
2016,9,GD,4919,730875,-725956
2016,9,GP,0,114039,-114039
2016,9,GU,447,253415,-252968
2016,9,GT,1443082,1896738,-453656
2016,9,GN,90749,3211268,-3120519
2016,9,GW,0,903117,-903117
2016,9,GY,8417,345026,-336609
2016,9,HT,0,886521,-886521
2016,9,HN,68009,951621,-883612
2016,9,HK,258083849,790599438,-532515589
2016,9,HU,12287669,23730047,-11442378
2016,9,IS,300,136427,-136127
2016,9,IN,519417206,685141120,-165723914
